ISR_Number,A/C Status,ISR Status,Pri,Squadron,Location,State/Country,Region,Longitude,Latitude,BUNO,TMS,PLATFORM,TYPE,Date Created,TAT,Repair Category
133,2,Cancelled,0,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164735,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,94,
134,2,Archived,103,SQD-47,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165107,SH-60B,H-60,ROTOR,1/22/2014 23:11,46,
135,2,Archived,103,SQD-102,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,164702,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,29,Corrosion
140,2,Archived,103,SQD-29,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162550,AH-1W,H-1,ROTOR,1/22/2014 23:11,75,
141,2,Archived,103,SQD-29,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,165319,MV-22B,V-22,ROTOR,1/22/2014 23:11,117,
142,1,Archived,103,SQD-6,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164770,MH-53E,H-53,ROTOR,1/22/2014 23:11,34,
143,2,Archived,103,SQD-6,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,166367,MH-60S,H-60,ROTOR,1/22/2014 23:11,94,BUSHING REPAIR
146,2,Archived,103,SQD-32,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,163786,HH-60H,H-60,ROTOR,1/22/2014 23:11,55,
148,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165528,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,95,
150,1,Cancelled,0,SQD-100,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,164884,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,72,
152,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162524,CH-53E,H-53,ROTOR,1/22/2014 23:11,83,
153,2,Archived,103,SQD-100,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,164884,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,21,
156,2,Archived,103,SQD-101,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,164690,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,2,Crack
157,1,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,154825,CH-46E,H-46,ROTOR,1/22/2014 23:11,120,
159,2,Archived,103,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163056,MH-53E,H-53,ROTOR,1/22/2014 23:11,57,BUSHING REPAIR
161,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164574,AH-1W,H-1,ROTOR,1/22/2014 23:11,77,
163,2,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164361,CH-53E,H-53,ROTOR,1/22/2014 23:11,50,Crack
172,2,Archived,103,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166901,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,19,Corrosion
173,1,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165865,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,86,
174,1,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165788,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,3,
175,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165869,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,16,
176,2,Archived,103,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166908,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,32,
177,2,Archived,103,SQD-47,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,163239,SH-60B,H-60,ROTOR,1/22/2014 23:11,42,Corrosion
178,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162550,AH-1W,H-1,ROTOR,1/22/2014 23:11,52,
180,2,Archived,103,#N/A,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167873,MH-60S,H-60,ROTOR,1/22/2014 23:11,3,BUSHING REPAIR
184,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164361,CH-53E,H-53,ROTOR,1/22/2014 23:11,6,
185,1,Archived,103,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165409,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,112,BUSHING REPAIR
186,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164662,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,83,
187,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165685,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,57,
188,2,Archived,103,SQD-83,NIPPI,Japan,PACIFIC,139.482422,35.569842,165869,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,44,
189,2,Archived,103,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165680,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,66,Crack
192,2,Archived,103,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165409,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,76,Crack
193,2,Archived,103,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165415,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,72,FUEL CELL
194,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164662,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,82,
196,2,Archived,103,SQD-129,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,162777,P-3C,P-3,FIXED WING,1/22/2014 23:11,54,Corrosion
198,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166353,MH-60S,H-60,ROTOR,1/22/2014 23:11,21,
200,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,167856,MH-60S,H-60,ROTOR,1/22/2014 23:11,28,BUSHING REPAIR
201,2,Cancelled,0,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,160801,AH-1T,H-1,ROTOR,1/22/2014 23:11,93,Crack
202,2,Cancelled,0,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166353,MH-60S,H-60,ROTOR,1/22/2014 23:11,21,
206,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166342,MH-60S,H-60,ROTOR,1/22/2014 23:11,11,
208,2,Archived,103,SQD-97,Al Udeid,Qatar,CENTCOM,51.55,24.98,163400,EA-6B,EA-6B,FIXED WING,1/22/2014 23:11,67,
210,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,163081,CH-53E,H-53,ROTOR,1/22/2014 23:11,115,
211,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167109,KC-130J,C-130,FIXED WING,1/22/2014 23:11,56,
213,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167109,KC-130J,C-130,FIXED WING,1/22/2014 23:11,112,
214,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162550,AH-1W,H-1,ROTOR,1/22/2014 23:11,47,FUEL CELL
215,1,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164274,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,92,Crack
219,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,163081,CH-53E,H-53,ROTOR,1/22/2014 23:11,77,
220,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165869,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,38,
221,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165860,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,66,Crack
223,1,Archived,103,SQD-135,NIPPI,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,79,
224,1,Archived,103,SQD-135,NIPPI,Japan,PACIFIC,139.482422,35.569842,162175,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,28,
225,2,Archived,103,SQD-83,NIPPI,Japan,PACIFIC,139.482422,35.569842,165869,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,29,
226,1,Cancelled,0,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,50,Crack
227,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164945,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,10,
228,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164738,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,50,
231,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164791,CH-53E,H-53,ROTOR,1/22/2014 23:11,15,Crack
232,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164784,CH-53E,H-53,ROTOR,1/22/2014 23:11,115,
235,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164945,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,106,Crack
237,2,Archived,103,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166913,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,59,
240,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165863,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,48,Crack
241,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164945,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,50,
243,1,Archived,103,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165828,E-2C,E-2/C-2,FIXED WING,1/22/2014 23:11,100,
244,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166367,MH-60S,H-60,ROTOR,1/22/2014 23:11,13,Crack
245,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164779,CH-53E,H-53,ROTOR,1/22/2014 23:11,76,
246,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,167998,UH-1Y,H-1,ROTOR,1/22/2014 23:11,106,
247,2,Archived,103,SQD-110,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,162451,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,29,PANEL REPAIR
248,2,Archived,103,SQD-66,NIPPI,Japan,PACIFIC,139.482422,35.569842,165813,E-2C,E-2/C-2,FIXED WING,1/22/2014 23:11,61,Corrosion
249,2,Archived,103,SQD-92,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165383,AV-8B,AV-8,FIXED WING,1/22/2014 23:11,35,Crack
250,2,Archived,103,SQD-127,NAF Misawa JP,Japan,PACIFIC,141.371341,40.704156,160610,P-3C,P-3,FIXED WING,1/22/2014 23:11,93,
251,2,Cancelled,0,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,161263,CH-53E,H-53,ROTOR,1/22/2014 23:11,118,BUSHING REPAIR
252,2,Archived,103,SQD-100,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,164878,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,12,
253,1,Archived,103,SQD-9,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164784,CH-53E,H-53,ROTOR,1/22/2014 23:11,108,Crack
254,1,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162175,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,8,Corrosion
255,2,Cancelled,0,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166367,MH-60S,H-60,ROTOR,1/22/2014 23:11,92,BUSHING REPAIR
256,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164230,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,45,
257,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166367,MH-60S,H-60,ROTOR,1/22/2014 23:11,115,BUSHING REPAIR
258,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167863,MH-60S,H-60,ROTOR,1/22/2014 23:11,103,Corrosion
261,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164264,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,101,
262,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164264,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,26,Crack
266,2,Cancelled,0,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,55,
268,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167815,MH-60S,H-60,ROTOR,1/22/2014 23:11,103,BUSHING REPAIR
269,2,Cancelled,0,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167819,MH-60S,H-60,ROTOR,1/22/2014 23:11,59,BUSHING REPAIR
270,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167819,MH-60S,H-60,ROTOR,1/22/2014 23:11,101,BUSHING REPAIR
271,2,Archived,103,SQD-100,Thailand,Thailand,PACIFIC,100.447998,13.782069,164699,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,105,
272,1,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,161263,CH-53E,H-53,ROTOR,1/22/2014 23:11,36,Crack
273,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,100,PANEL REPAIR
274,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166367,MH-60S,H-60,ROTOR,1/22/2014 23:11,45,BUSHING REPAIR
275,1,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,4,
276,1,Cancelled,0,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,48,Crack
277,1,Cancelled,0,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,99,
278,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166859,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,17,
280,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,167890,MH-60S,H-60,ROTOR,1/22/2014 23:11,10,BUSHING REPAIR
283,1,Cancelled,0,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166862,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,93,
284,2,Archived,103,SQD-106,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,164277,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,50,Crack
285,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164738,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,92,Crack
286,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,13,Crack
287,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,163063,CH-53E,H-53,ROTOR,1/22/2014 23:11,74,
290,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,59,Corrosion
291,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,72,Crack
292,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,9,
293,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162152,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,77,Crack
294,2,Archived,103,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166908,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,115,
295,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166862,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,36,
296,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166865,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,41,
297,2,Archived,103,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166865,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,96,
298,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164699,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,115,
299,2,Cancelled,0,SQD-114,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166734,MV-22B,V-22,ROTOR,1/22/2014 23:11,3,
302,2,PMI Concurrent,102,SQD-13,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,161540,CH-53E,H-53,ROTOR,1/22/2014 23:11,106,
309,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,160801,AH-1T,H-1,ROTOR,1/22/2014 23:11,56,Crack
317,1,Archived,103,SQD-106,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,164274,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,86,BUSHING REPAIR
318,2,Archived,103,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,163594,SH-60B,H-60,ROTOR,1/22/2014 23:11,60,Crack
319,2,Archived,103,SQD-114,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168004,MV-22B,V-22,ROTOR,1/22/2014 23:11,51,
320,1,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167814,MH-60S,H-60,ROTOR,1/22/2014 23:11,49,
321,2,Archived,103,SQD-114,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168004,MV-22B,V-22,ROTOR,1/22/2014 23:11,112,Corrosion
322,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166356,MH-60S,H-60,ROTOR,1/22/2014 23:11,90,
323,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167835,MH-60S,H-60,ROTOR,1/22/2014 23:11,96,Corrosion
324,2,Archived,103,SQD-94,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165574,AV-8B,AV-8,FIXED WING,1/22/2014 23:11,87,Crack
327,2,Cancelled,0,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,161257,CH-53E,H-53,ROTOR,1/22/2014 23:11,34,
328,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162524,CH-53E,H-53,ROTOR,1/22/2014 23:11,13,Crack
329,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164578,AH-1W,H-1,ROTOR,1/22/2014 23:11,100,Crack
330,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164878,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,75,BUSHING REPAIR
334,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164574,AH-1W,H-1,ROTOR,1/22/2014 23:11,55,Crack
335,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167837,MH-60S,H-60,ROTOR,1/22/2014 23:11,110,Crack
336,2,Archived,103,SQD-33,NIPPI,Japan,PACIFIC,139.482422,35.569842,167832,MH-60S,H-60,ROTOR,1/22/2014 23:11,115,
337,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167982,KC-130J,C-130,FIXED WING,1/22/2014 23:11,36,
338,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167983,KC-130J,C-130,FIXED WING,1/22/2014 23:11,35,
342,2,Archived,103,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,164674,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,98,
347,2,Archived,103,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,164851,SH-60B,H-60,ROTOR,1/22/2014 23:11,35,
350,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162499,CH-53E,H-53,ROTOR,1/22/2014 23:11,67,Crack
355,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,160801,AH-1T,H-1,ROTOR,1/22/2014 23:11,60,Crack
359,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167857,MH-60S,H-60,ROTOR,1/22/2014 23:11,104,Crack
360,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164945,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,11,Crack
361,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166744,MV-22B,V-22,ROTOR,1/22/2014 23:11,107,
362,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,167902,MV-22B,V-22,ROTOR,1/22/2014 23:11,25,
363,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167839,MH-60S,H-60,ROTOR,1/22/2014 23:11,61,Crack
364,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167857,MH-60S,H-60,ROTOR,1/22/2014 23:11,52,BUSHING REPAIR
365,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164729,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,38,
366,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164264,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,85,Crack
367,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164729,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,38,Crack
368,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164784,CH-53E,H-53,ROTOR,1/22/2014 23:11,93,
369,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168408,UH-1Y,H-1,ROTOR,1/22/2014 23:11,39,
370,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162175,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,61,Corrosion
372,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,165319,MV-22B,V-22,ROTOR,1/22/2014 23:11,117,
374,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165686,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,119,
375,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168065,KC-130J,C-130,FIXED WING,1/22/2014 23:11,47,Crack
379,1,Archived,103,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167873,MH-60S,H-60,ROTOR,1/22/2014 23:11,113,Crack
380,1,Archived,103,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167889,MH-60S,H-60,ROTOR,1/22/2014 23:11,101,Crack
381,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165529,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,111,Crack
383,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162175,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,67,
384,1,Cancelled,0,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168041,UH-1Y,H-1,ROTOR,1/22/2014 23:11,39,
385,2,Archived,103,SQD-55,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168449,MQ-8B,MQ-8,ROTOR,1/22/2014 23:11,24,
386,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164667,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,29,PANEL REPAIR
387,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162499,CH-53E,H-53,ROTOR,1/22/2014 23:11,63,
388,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162009,CH-53E,H-53,ROTOR,1/22/2014 23:11,91,
389,1,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,167807,UH-1Y,H-1,ROTOR,1/22/2014 23:11,117,
390,1,Archived,103,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167873,MH-60S,H-60,ROTOR,1/22/2014 23:11,70,Crack
391,1,Archived,103,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167873,MH-60S,H-60,ROTOR,1/22/2014 23:11,36,Crack
392,1,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,43,
397,2,Archived,103,SQD-70,NIPPI,Japan,PACIFIC,139.482422,35.569842,166887,FA-18F,F-18 SUPERS,FIXED WING,1/22/2014 23:11,73,
402,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,163063,CH-53E,H-53,ROTOR,1/22/2014 23:11,79,Crack
