ISR_Number,A/C Status,ISR Status,Pri,Squadron,Location,State/Country,Region,Longitude,Latitude,BUNO,TMS,PLATFORM,TYPE,Date Created,TAT,Repair Category
404,1,Archived,103,SQD-70,NIPPI,Japan,PACIFIC,139.482422,35.569842,166888,FA-18F,F-18 SUPERS,FIXED WING,1/22/2014 23:11,29,
405,1,Archived,103,SQD-70,NIPPI,Japan,PACIFIC,139.482422,35.569842,166892,FA-18F,F-18 SUPERS,FIXED WING,1/22/2014 23:11,2,
406,1,Archived,103,SQD-70,NIPPI,Japan,PACIFIC,139.482422,35.569842,166891,FA-18F,F-18 SUPERS,FIXED WING,1/22/2014 23:11,92,
407,1,Archived,103,SQD-70,NIPPI,Japan,PACIFIC,139.482422,35.569842,166890,FA-18F,F-18 SUPERS,FIXED WING,1/22/2014 23:11,93,
408,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166868,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,32,
409,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166862,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,24,
410,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166861,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,43,
411,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166866,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,110,
412,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166860,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,15,
414,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166869,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,106,
415,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166863,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,97,
416,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166870,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,25,
417,1,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166864,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,97,
418,2,Cancelled,0,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165840,MV-22B,V-22,ROTOR,1/22/2014 23:11,116,
419,2,Archived,103,SQD-41,Naples Italy,Italy,EUROPE,14.268124,40.851775,167898,MH-60S,H-60,ROTOR,1/22/2014 23:11,15,
420,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166342,MH-60S,H-60,ROTOR,1/22/2014 23:11,115,BUSHING REPAIR
421,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167857,MH-60S,H-60,ROTOR,1/22/2014 23:11,6,
422,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,61,
423,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,165957,KC-130J,C-130,FIXED WING,1/22/2014 23:11,17,
425,2,Archived,103,SQD-103,Philippines,Philippines,PACIFIC,120.514596,15.180142,164670,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,62,FUEL CELL
428,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167833,MH-60S,H-60,ROTOR,1/22/2014 23:11,6,Crack
429,2,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165866,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,27,
430,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168409,UH-1Y,H-1,ROTOR,1/22/2014 23:11,112,
432,1,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168040,UH-1Y,H-1,ROTOR,1/22/2014 23:11,57,
433,2,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162553,CH-53E,H-53,ROTOR,1/22/2014 23:11,44,Crack
435,2,Archived,103,SQD-127,NAF Misawa JP,Japan,PACIFIC,141.371341,40.704156,160283,P-3C,P-3,FIXED WING,1/22/2014 23:11,66,PANEL REPAIR
438,1,Archived,103,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167873,MH-60S,H-60,ROTOR,1/22/2014 23:11,46,
439,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164265,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,87,Crack
440,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166342,MH-60S,H-60,ROTOR,1/22/2014 23:11,100,Crack
441,2,Archived,103,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163056,MH-53E,H-53,ROTOR,1/22/2014 23:11,80,Crack
442,1,Archived,103,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163066,MH-53E,H-53,ROTOR,1/22/2014 23:11,116,Crack
444,2,Archived,103,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167889,MH-60S,H-60,ROTOR,1/22/2014 23:11,14,BUSHING REPAIR
445,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167863,MH-60S,H-60,ROTOR,1/22/2014 23:11,104,Crack
446,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167871,MH-60S,H-60,ROTOR,1/22/2014 23:11,75,Crack
447,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164967,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,99,BUSHING REPAIR
452,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162524,CH-53E,H-53,ROTOR,1/22/2014 23:11,32,
455,1,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168411,UH-1Y,H-1,ROTOR,1/22/2014 23:11,60,
458,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164967,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,6,
462,2,Archived,103,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167889,MH-60S,H-60,ROTOR,1/22/2014 23:11,45,BUSHING REPAIR
464,2,Archived,103,SQD-105,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,163161,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,24,Crack
467,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164268,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,45,
468,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164277,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,65,
474,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165243,CH-53E,H-53,ROTOR,1/22/2014 23:11,19,Crack
475,1,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168041,UH-1Y,H-1,ROTOR,1/22/2014 23:11,45,
478,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165529,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,70,FUEL CELL
479,1,Archived,103,SQD-22,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,167998,UH-1Y,H-1,ROTOR,1/22/2014 23:11,94,
482,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164959,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,118,BUSHING REPAIR
484,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166353,MH-60S,H-60,ROTOR,1/22/2014 23:11,75,BUSHING REPAIR
486,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168408,UH-1Y,H-1,ROTOR,1/22/2014 23:11,117,Crack
487,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168407,UH-1Y,H-1,ROTOR,1/22/2014 23:11,32,
488,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,166514,KC-130J,C-130,FIXED WING,1/22/2014 23:11,49,
489,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,166763,KC-130J,C-130,FIXED WING,1/22/2014 23:11,107,
490,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167109,KC-130J,C-130,FIXED WING,1/22/2014 23:11,5,
491,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167926,KC-130J,C-130,FIXED WING,1/22/2014 23:11,56,
492,1,Cancelled,0,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167927,KC-130J,C-130,FIXED WING,1/22/2014 23:11,64,
493,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167983,KC-130J,C-130,FIXED WING,1/22/2014 23:11,56,
494,2,Archived,103,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163056,MH-53E,H-53,ROTOR,1/22/2014 23:11,86,BUSHING REPAIR
496,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164735,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,25,BUSHING REPAIR
497,2,Archived,103,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163066,MH-53E,H-53,ROTOR,1/22/2014 23:11,92,BUSHING REPAIR
498,2,Archived,103,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,166860,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,93,
499,2,Archived,103,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164662,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,120,
500,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164951,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,89,BUSHING REPAIR
501,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164264,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,73,
503,2,Archived,103,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,165827,E-2C,E-2/C-2,FIXED WING,1/22/2014 23:11,114,
505,1,Cancelled,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167983,KC-130J,C-130,FIXED WING,1/22/2014 23:11,71,
514,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,167906,MV-22B,V-22,ROTOR,1/22/2014 23:11,65,
515,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166745,MV-22B,V-22,ROTOR,1/22/2014 23:11,106,
516,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164231,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,3,
517,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164961,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,67,
518,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164656,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,20,
519,2,Archived,103,SQD-28,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,155313,CH-46F,H-46,ROTOR,1/22/2014 23:11,3,
520,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168415,UH-1Y,H-1,ROTOR,1/22/2014 23:11,75,
521,2,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,166514,KC-130J,C-130,FIXED WING,1/22/2014 23:11,100,Crack
525,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164967,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,96,
526,2,Archived,103,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167871,MH-60S,H-60,ROTOR,1/22/2014 23:11,60,Crack
528,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165529,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,62,
530,2,Archived,103,SQD-20,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165284,AH-1W,H-1,ROTOR,1/22/2014 23:11,105,Crack
531,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164679,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,65,Crack
532,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,96,
533,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164882,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,69,BUSHING REPAIR
534,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,167990,UH-1Y,H-1,ROTOR,1/22/2014 23:11,39,
535,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164872,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,27,FUEL CELL
536,2,Archived,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162175,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,17,
539,2,Archived,103,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,164945,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,73,
540,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164951,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,23,BUSHING REPAIR
541,1,Cancelled,0,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,165957,KC-130J,C-130,FIXED WING,1/22/2014 23:11,108,
542,1,PMI Concurrent,102,SQD-112,Gimhae (KAL),Korea,PACIFIC,128.889352,35.269315,166763,KC-130J,C-130,FIXED WING,1/22/2014 23:11,49,
543,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,166514,KC-130J,C-130,FIXED WING,1/22/2014 23:11,100,
544,2,Cancelled,0,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165531,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,69,
547,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168417,UH-1Y,H-1,ROTOR,1/22/2014 23:11,43,
548,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164265,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,49,
550,2,Archived,103,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167016,MH-60R,H-60,ROTOR,1/22/2014 23:11,119,
551,2,Archived,103,SQD-19,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162493,CH-53E,H-53,ROTOR,1/22/2014 23:11,37,BUSHING REPAIR
552,2,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162569,CH-53E,H-53,ROTOR,1/22/2014 23:11,116,
553,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164653,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,90,FUEL CELL
555,1,Cancelled,0,SQD-105,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,163161,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,57,BUSHING REPAIR
563,1,Archived,103,SQD-105,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,163167,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,39,BUSHING REPAIR
565,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164662,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,27,FUEL CELL
568,2,Archived,103,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164261,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,1,
569,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165686,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,67,
571,2,Archived,103,SQD-105,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,163173,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,79,Crack
576,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166342,MH-60S,H-60,ROTOR,1/22/2014 23:11,98,Crack
577,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164870,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,111,BUSHING REPAIR
584,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168004,MV-22B,V-22,ROTOR,1/22/2014 23:11,42,
586,2,Archived,103,SQD-19,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,160744,AH-1W,H-1,ROTOR,1/22/2014 23:11,117,
587,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164955,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,98,
591,2,Archived,103,SQD-93,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165581,AV-8B,AV-8,FIXED WING,1/22/2014 23:11,7,
592,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167814,MH-60S,H-60,ROTOR,1/22/2014 23:11,20,BUSHING REPAIR
593,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,161257,CH-53E,H-53,ROTOR,1/22/2014 23:11,104,Crack
598,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164578,AH-1W,H-1,ROTOR,1/22/2014 23:11,95,Crack
599,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167814,MH-60S,H-60,ROTOR,1/22/2014 23:11,83,
601,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,161184,CH-53E,H-53,ROTOR,1/22/2014 23:11,9,
603,2,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162553,CH-53E,H-53,ROTOR,1/22/2014 23:11,20,Crack
605,2,Archived,103,SQD-98,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163889,EA-6B,EA-6B,FIXED WING,1/22/2014 23:11,56,
606,1,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162499,CH-53E,H-53,ROTOR,1/22/2014 23:11,80,
607,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162524,CH-53E,H-53,ROTOR,1/22/2014 23:11,60,Crack
608,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,163063,CH-53E,H-53,ROTOR,1/22/2014 23:11,51,
614,2,Archived,103,#N/A,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166744,MV-22B,V-22,ROTOR,1/22/2014 23:11,70,
615,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,160798,AH-1T,H-1,ROTOR,1/22/2014 23:11,92,
616,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166342,MH-60S,H-60,ROTOR,1/22/2014 23:11,76,
621,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,167892,MH-60S,H-60,ROTOR,1/22/2014 23:11,87,BUSHING REPAIR
622,2,Archived,103,SQD-11,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,161184,CH-53E,H-53,ROTOR,1/22/2014 23:11,99,
623,2,Archived,103,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163889,EA-6B,EA-6B,FIXED WING,1/22/2014 23:11,79,
633,2,Archived,103,SQD-90,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,165006,AV-8B,AV-8,FIXED WING,1/22/2014 23:11,118,FUEL LEAK
635,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167820,MH-60S,H-60,ROTOR,1/22/2014 23:11,119,
642,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168317,UH-1Y,H-1,ROTOR,1/22/2014 23:11,31,
643,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,167856,MH-60S,H-60,ROTOR,1/22/2014 23:11,118,BUSHING REPAIR
646,2,Archived,103,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166734,MV-22B,V-22,ROTOR,1/22/2014 23:11,25,Crack
648,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164656,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,29,Crack
649,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164874,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,113,BUSHING REPAIR
650,2,Archived,103,SQD-102,"Tindall, Australia",Australia,PACIFIC,132.397372,-14.499501,165529,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,40,Crack
651,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163166,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,55,BUSHING REPAIR
654,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162409,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,108,BUSHING REPAIR
656,1,Archived,103,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167024,MH-60R,H-60,ROTOR,1/22/2014 23:11,7,BUSHING REPAIR
657,1,Archived,103,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167031,MH-60R,H-60,ROTOR,1/22/2014 23:11,62,BUSHING REPAIR
658,1,Archived,103,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167033,MH-60R,H-60,ROTOR,1/22/2014 23:11,5,BUSHING REPAIR
659,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162848,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,20,BUSHING REPAIR
661,2,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162409,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,31,
662,2,Archived,103,SQD-19,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162493,CH-53E,H-53,ROTOR,1/22/2014 23:11,29,
674,2,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162409,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,85,
675,1,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168046,UH-1Y,H-1,ROTOR,1/22/2014 23:11,49,
676,1,Archived,103,#N/A,Naples Italy,Italy,EUROPE,14.268124,40.851775,167898,MH-60S,H-60,ROTOR,1/22/2014 23:11,100,Crack
686,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,165957,KC-130J,C-130,FIXED WING,1/22/2014 23:11,59,
687,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,166514,KC-130J,C-130,FIXED WING,1/22/2014 23:11,48,
688,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167109,KC-130J,C-130,FIXED WING,1/22/2014 23:11,97,
689,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167923,KC-130J,C-130,FIXED WING,1/22/2014 23:11,67,
690,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167925,KC-130J,C-130,FIXED WING,1/22/2014 23:11,63,
691,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167926,KC-130J,C-130,FIXED WING,1/22/2014 23:11,29,
692,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167927,KC-130J,C-130,FIXED WING,1/22/2014 23:11,20,
693,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167981,KC-130J,C-130,FIXED WING,1/22/2014 23:11,70,
694,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168065,KC-130J,C-130,FIXED WING,1/22/2014 23:11,110,
695,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168066,KC-130J,C-130,FIXED WING,1/22/2014 23:11,26,
696,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168074,KC-130J,C-130,FIXED WING,1/22/2014 23:11,30,
697,1,Archived,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168075,KC-130J,C-130,FIXED WING,1/22/2014 23:11,7,
698,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166356,MH-60S,H-60,ROTOR,1/22/2014 23:11,74,Corrosion
699,2,Archived,103,SQD-103,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164872,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,48,BUSHING REPAIR
705,1,Archived,103,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,168467,FA-18E,F-18 SUPERS,FIXED WING,1/22/2014 23:11,13,
707,1,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163526,EA-6B,EA-6B,FIXED WING,1/22/2014 23:11,64,
708,2,Archived,103,SQD-39,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,167852,MH-60S,H-60,ROTOR,1/22/2014 23:11,77,BUSHING REPAIR
709,1,Archived,103,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166931,EA-18G,EA-18,FIXED WING,1/22/2014 23:11,39,
