ISR_Number,A/C Status,ISR Status,Pri,Squadron,Location,State/Country,Region,Longitude,Latitude,RCN,BUNO,TMS,PLATFORM,TYPE,Date Created,TAT,Repair Category
1803,7,Cancelled,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0005,161262,CH-53E,H-53,ROTOR,2/9/2015 21:55,24,MINOR DEFECT
1805,7,Complete,102,SQD-112,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09443-15-0005,168075,KC-130J,C-130,FIXED WING,2/11/2015 0:23,28,MINOR DEFECT
1806,7,Complete,102,SQD-72,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09092-15-0012,164242,FA-18C,F-18 LEGACY,FIXED WING,2/16/2015 18:06,22,BUSHING REPAIR
1807,7,Complete,102,SQD-67,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09465-15-0010,165648,E-2C,E-2/C-2,FIXED WING,2/16/2015 18:12,9,CORROSION
1808,7,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1008,164227,FA-18C,F-18 LEGACY,FIXED WING,2/16/2015 18:20,28,BUSHING REPAIR
1809,7,Cancelled,102,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166506,E-2C,E-2/C-2,FIXED WING,2/16/2015 21:08,27,MINOR DEFECT
1810,7,Complete,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,168364,FA-18E,F-18 SUPERS,FIXED WING,2/16/2015 21:28,31,PANEL REPAIR
1811,7,Complete,102,SQD-70,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166917,FA-18F,F-18 SUPERS,FIXED WING,2/18/2015 1:02,25,MINOR DEFECT
1812,7,Deleted,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166868,FA-18E,F-18 SUPERS,FIXED WING,2/18/2015 17:23,25,PANEL REPAIR
1813,7,Complete,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,167024,MH-60R,H-60,ROTOR,2/18/2015 18:48,11,MINOR DEFECT
1814,7,Cancelled,102,SQD-119,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R09442-15-0017,163078,CH-53E,H-53,ROTOR,2/20/2015 1:33,19,MINOR DEFECT
1815,7,Complete,103,SQD-82,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09561-15-0011,166803,FA-18F,F-18 SUPERS,FIXED WING,2/22/2015 18:22,20,CRACK
1816,9,Complete,103,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1009,164030,FA-18C,F-18 LEGACY,FIXED WING,2/22/2015 18:23,15,BUSHING REPAIR
1817,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0006,162491,CH-53E,H-53,ROTOR,2/23/2015 17:59,5,MINOR DEFECT
1818,7,Complete,103,SQD-116,Kuwait,Kuwait,CENTCOM,47.520832,29.346945,R09496-15-0008,165852,MV-22B,V-22,ROTOR,2/24/2015 0:37,16,MINOR DEFECT
1819,7,Passed for Action,102,SQD-6,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,V55201-15-1011,164770,MH-53E,H-53,ROTOR,2/24/2015 18:30,47,CRACK
1820,7,Squadron Cancellation,102,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,165649,E-2C,E-2/C-2,FIXED WING,2/24/2015 18:57,11,CORROSION
1821,1,Complete,102,SQD-1,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,167031,MH-60R,H-60,ROTOR,2/24/2015 20:25,30,BUSHING REPAIR
1822,2,Complete,102,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166907,FA-18E,F-18 SUPERS,FIXED WING,2/25/2015 0:16,16,CORROSION
1823,7,Complete,102,SQD-1,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166932,EA-18G,EA-18,FIXED WING,2/25/2015 23:53,5,MINOR DEFECT
1824,7,Complete,102,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,.,166868,FA-18E,F-18 SUPERS,FIXED WING,2/26/2015 0:01,30,PANEL REPAIR
1825,2,Complete,102,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,165649,E-2C,E-2/C-2,FIXED WING,2/26/2015 17:27,16,CORROSION
1826,9,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1010,164278,FA-18C,F-18 LEGACY,FIXED WING,3/1/2015 17:55,25,BUSHING REPAIR
1827,1,Complete,102,SQD-72,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09092-15-0013,164633,FA-18C,F-18 LEGACY,FIXED WING,3/1/2015 18:08,59,PANEL REPAIR
1828,7,Complete,102,SQD-67,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09465-15-0012,165811,E-2C,E-2/C-2,FIXED WING,3/1/2015 18:16,19,CORROSION
1829,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0008,161262,CH-53E,H-53,ROTOR,3/1/2015 19:28,8,MINOR DEFECT
1830,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0009,161262,CH-53E,H-53,ROTOR,3/1/2015 19:38,14,MINOR DEFECT
1832,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0010,162518,CH-53E,H-53,ROTOR,3/2/2015 17:16,40,CRACK
1833,7,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0007,164709,FA-18C,F-18 LEGACY,FIXED WING,3/2/2015 17:24,38,PANEL REPAIR
1834,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0011,161388,CH-53E,H-53,ROTOR,3/2/2015 17:30,9,MINOR DEFECT
1835,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0012,161262,CH-53E,H-53,ROTOR,3/2/2015 17:34,25,MINOR DEFECT
1836,9,Complete,102,SQD-51,USS Vinson,CVN,AFLOAT,64.618,2.8234,R55146-15-0011,167068,MH-60R,H-60,ROTOR,3/2/2015 20:21,30,MINOR DEFECT
1837,8,Complete,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09668-15-0009,164945,FA-18D,F-18 LEGACY,FIXED WING,3/3/2015 0:25,9,MINOR DEFECT
1838,2,Complete,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166861,FA-18E,F-18 SUPERS,FIXED WING,3/3/2015 17:29,24,MINOR DEFECT
1839,2,Complete,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166861,FA-18E,F-18 SUPERS,FIXED WING,3/3/2015 17:31,52,CRACK
1840,7,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0008,164709,FA-18C,F-18 LEGACY,FIXED WING,3/4/2015 19:41,17,MINOR DEFECT
1841,7,Cancelled,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0009,164709,FA-18C,F-18 LEGACY,FIXED WING,3/4/2015 19:48,20,MINOR DEFECT
1842,7,Complete,102,SQD-119,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0018,163078,CH-53E,H-53,ROTOR,3/4/2015 22:31,12,CORROSION
1843,7,Complete,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,167024,MH-60R,H-60,ROTOR,3/5/2015 0:19,20,BUSHING REPAIR
1844,8,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0010,164896,FA-18C,F-18 LEGACY,FIXED WING,3/5/2015 0:22,5,CORROSION
1845,8,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0011,164873,FA-18C,F-18 LEGACY,FIXED WING,3/5/2015 20:22,20,BUSHING REPAIR
1846,7,Complete,102,SQD-85,USS Vinson,CVN,AFLOAT,64.618,2.8234,V09221-15-0009,166832,FA-18E,F-18 SUPERS,FIXED WING,3/8/2015 19:41,45,CRACK
1847,7,Complete,102,SQD-72,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09092-15-00015,164647,FA-18C,F-18 LEGACY,FIXED WING,3/8/2015 20:07,41,CRACK
1848,7,Complete,102,SQD-1,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166932,EA-18G,EA-18,FIXED WING,3/8/2015 20:57,21,MINOR DEFECT
1849,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0014,162518,CH-53E,H-53,ROTOR,3/9/2015 3:02,17,MINOR DEFECT
1850,7,Complete,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,R52961-15-0014,166367,MH-60S,H-60,ROTOR,3/9/2015 18:42,26,BUSHING REPAIR
1851,7,Cancelled,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,167839,MH-60S,H-60,ROTOR,3/9/2015 22:08,18,BUSHING REPAIR
1852,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0015,162518,CH-53E,H-53,ROTOR,3/10/2015 19:30,8,MINOR DEFECT
1853,7,Complete,102,SQD-31,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09954-15-0003,165115,SH-60F,H-60,ROTOR,3/10/2015 22:13,22,MINOR DEFECT
1854,7,Complete,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,167839,MH-60S,H-60,ROTOR,3/11/2015 1:23,30,CRACK
1855,7,Complete,102,SQD-31,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09954-15-0004,165115,SH-60F,H-60,ROTOR,3/11/2015 18:22,66,CRACK
1856,7,Complete,103,SQD-119,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R09442-15-0011,165244,CH-53E,H-53,ROTOR,3/12/2015 2:00,22,CORROSION
1857,7,Complete,102,SQD-79,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166907,FA-18E,F-18 SUPERS,FIXED WING,3/12/2015 2:19,19,MINOR DEFECT
1858,7,Cancelled,102,SQD-112,Korea,Korea,PACIFIC,128.064185,35.083358,R09443-15-0009,167923,KC-130J,C-130,FIXED WING,3/12/2015 20:15,28,MINOR DEFECT
1859,7,Complete,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166933,EA-18G,EA-18,FIXED WING,3/12/2015 20:17,18,CORROSION
1860,7,Complete,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166933,EA-18G,EA-18,FIXED WING,3/12/2015 20:19,26,MINOR DEFECT
1861,7,Complete,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,167839,MH-60S,H-60,ROTOR,3/12/2015 20:23,7,MINOR DEFECT
1862,7,Complete,102,SQD-34,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09205-15-0009,168531,MH-60S,H-60,ROTOR,3/15/2015 19:13,20,BUSHING REPAIR
1863,7,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1011,164200,FA-18C,F-18 LEGACY,FIXED WING,3/15/2015 19:20,33,CRACK
1864,2,Complete,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,168396,MH-60S,H-60,ROTOR,3/15/2015 20:24,22,BUSHING REPAIR
1865,7,Cancelled,101,SQD-72,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09092-15-0017,164257,FA-18C,F-18 LEGACY,FIXED WING,3/16/2015 18:53,22,CRACK
1866,7,PMI Concurrent,102,SQD-112,Gimhae (KAL),Korea,PACIFIC,128.889352,35.269315,R09443-15-0011,167923,KC-130J,C-130,FIXED WING,3/16/2015 19:39,31,CRACK
1867,7,Complete,102,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166505,E-2C,E-2/C-2,FIXED WING,3/17/2015 0:42,24,CRACK
1868,9,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1012,164227,FA-18C,F-18 LEGACY,FIXED WING,3/17/2015 1:52,12,BUSHING REPAIR
1869,2,Complete,102,SQD-33,NIPPI,Japan,PACIFIC,139.482422,35.569842,.,167839,MH-60S,H-60,ROTOR,3/17/2015 20:38,46,CRACK
1870,7,Complete,103,SQD-1,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166932,EA-18G,EA-18,FIXED WING,3/17/2015 23:57,23,MINOR DEFECT
1871,7,Complete,102,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,.,166868,FA-18E,F-18 SUPERS,FIXED WING,3/18/2015 19:23,30,MINOR DEFECT
1872,7,Cancelled,102,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,.,166868,FA-18E,F-18 SUPERS,FIXED WING,3/18/2015 19:26,14,MINOR DEFECT
1873,7,Complete,102,SQD-73,NIPPI,Japan,PACIFIC,139.482422,35.569842,.,166868,FA-18E,F-18 SUPERS,FIXED WING,3/18/2015 19:27,30,MINOR DEFECT
1874,2,Complete,102,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09232-15-0024,165411,FA-18D,F-18 LEGACY,FIXED WING,3/18/2015 22:21,23,BUSHING REPAIR
1875,7,Complete,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,168466,FA-18E,F-18 SUPERS,FIXED WING,3/19/2015 0:30,13,FUEL CELL
1876,7,Complete,102,SQD-112,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09443-15-0012,168066,KC-130J,C-130,FIXED WING,3/19/2015 19:53,46,CRACK
1877,7,Passed for Action,103,SQD-4,Korea,Korea,PACIFIC,128.064185,35.083358,V53827-15-1002,163066,MH-53E,H-53,ROTOR,3/19/2015 20:11,6,FUEL LEAK
1878,7,Passed for Action,103,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,V53827-15-1003,163056,MH-53E,H-53,ROTOR,3/22/2015 18:42,17,FUEL LEAK
1879,9,Complete,102,SQD-51,USS Vinson,CVN,AFLOAT,64.618,2.8234,R55146-15-0012,167067,MH-60R,H-60,ROTOR,3/22/2015 18:53,25,MINOR DEFECT
1880,7,Complete,102,SQD-13,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,R09010-15-0008,161540,CH-53E,H-53,ROTOR,3/23/2015 19:23,26,MINOR DEFECT
1881,8,P&E Closing Action,102,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,R09668-15-0011,164953,FA-18D,F-18 LEGACY,FIXED WING,3/23/2015 19:26,9,MINOR DEFECT
1882,8,PMI Concurrent,102,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,R09668-15-0012,164953,FA-18D,F-18 LEGACY,FIXED WING,3/23/2015 19:30,33,PANEL REPAIR
1883,8,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0012,164896,FA-18C,F-18 LEGACY,FIXED WING,3/23/2015 19:36,8,BUSHING REPAIR
1884,7,Complete,102,SQD-72,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09092-15-0018,164242,FA-18C,F-18 LEGACY,FIXED WING,3/24/2015 3:00,34,CRACK
1885,9,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1013,164278,FA-18C,F-18 LEGACY,FIXED WING,3/24/2015 18:31,26,BUSHING REPAIR
1886,7,Cancelled,102,SQD-112,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09443-15-0013,168074,KC-130J,C-130,FIXED WING,3/24/2015 20:59,58,CRACK
1887,8,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0013,164722,FA-18C,F-18 LEGACY,FIXED WING,3/25/2015 18:53,21,BUSHING REPAIR
1888,9,Complete,102,SQD-72,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09092-15-0019,164238,FA-18C,F-18 LEGACY,FIXED WING,3/25/2015 18:57,14,MINOR DEFECT
1889,7,Complete,100,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0014,164739,FA-18C,F-18 LEGACY,FIXED WING,3/25/2015 19:00,26,BUSHING REPAIR
1890,7,Complete,102,SQD-44,Al Dhafra Airbase,UAE,CENTCOM,54.547548,24.24311,N53811-15-0012,165123,SH-60F,H-60,ROTOR,3/25/2015 19:12,24,MINOR DEFECT
1891,9,Complete,102,SQD-1,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166932,EA-18G,EA-18,FIXED WING,3/26/2015 0:35,27,MINOR DEFECT
1892,7,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1014,164246,FA-18C,F-18 LEGACY,FIXED WING,3/29/2015 14:03,49,CRACK
1893,8,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0015,164873,FA-18C,F-18 LEGACY,FIXED WING,3/29/2015 19:37,14,BUSHING REPAIR
1894,7,Complete,102,SQD-125,"Moron, Spain",Spain,EUROPE,-5.456954,37.128441,V53972-15-0009,165941,MV-22B,V-22,ROTOR,3/29/2015 19:39,21,MINOR DEFECT
1895,7,Complete,102,SQD-70,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166915,FA-18F,F-18 SUPERS,FIXED WING,3/29/2015 19:42,27,MINOR DEFECT
1896,7,Complete,102,SQD-112,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09443-15-0015,166763,KC-130J,C-130,FIXED WING,3/30/2015 3:19,51,CRACK
1897,8,Cancelled,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0016,164638,FA-18C,F-18 LEGACY,FIXED WING,3/30/2015 18:40,65,CRACK
1898,7,Complete,101,SQD-42,Naples Italy,Italy,EUROPE,14.268124,40.851775,V55218-15-0017,167898,MH-60S,H-60,ROTOR,3/30/2015 18:50,30,BUSHING REPAIR
1899,7,Cancelled,102,SQD-70,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166920,FA-18F,F-18 SUPERS,FIXED WING,3/31/2015 0:14,10,MINOR DEFECT
1900,7,Cancelled,102,SQD-70,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166920,FA-18F,F-18 SUPERS,FIXED WING,3/31/2015 0:16,27,MINOR DEFECT
1901,7,Complete,102,SQD-70,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166920,FA-18F,F-18 SUPERS,FIXED WING,3/31/2015 0:18,17,MINOR DEFECT
1902,7,Complete,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,R52961-15-0017,167889,MH-60S,H-60,ROTOR,3/31/2015 0:20,19,BUSHING REPAIR
1903,7,Complete,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,R52961-15-0018,168397,MH-60S,H-60,ROTOR,3/31/2015 2:09,23,CRACK
1904,7,Complete,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09668-15-0015,165529,FA-18D,F-18 LEGACY,FIXED WING,3/31/2015 2:53,25,MINOR DEFECT
1905,7,Complete,102,SQD-134,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,162169,C-2A,E-2/C-2,FIXED WING,3/31/2015 3:26,29,MINOR DEFECT
1906,7,Squadron Cancellation,102,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09232-15-0025,165410,FA-18D,F-18 LEGACY,FIXED WING,4/1/2015 2:10,35,CRACK
1907,7,Complete,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166863,FA-18E,F-18 SUPERS,FIXED WING,4/1/2015 21:38,12,MINOR DEFECT
1908,2,Complete,102,SQD-128,"Sigonella, Italy",Italy,EUROPE,14.960042,37.463113,.,162771,P-3C,P-3,FIXED WING,4/5/2015 18:54,24,CORROSION
1909,7,Complete,103,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09232-15-0026,165412,FA-18D,F-18 LEGACY,FIXED WING,4/5/2015 19:33,6,MINOR DEFECT
1910,7,Complete,102,SQD-108,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09241-15-0023,164900,FA-18C,F-18 LEGACY,FIXED WING,4/5/2015 19:40,29,MINOR DEFECT
1911,7,Complete,102,SQD-31,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09954-15-0005,165256,HH-60H,H-60,ROTOR,4/5/2015 19:46,14,MINOR DEFECT
1912,7,Complete,102,SQD-31,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09954-15-0006,165256,HH-60H,H-60,ROTOR,4/5/2015 19:52,5,CORROSION
1913,7,Complete,101,SQD-126,Kuwait,Kuwait,CENTCOM,47.520832,29.346945,R09496-15-0011,165852,MV-22B,V-22,ROTOR,4/5/2015 19:58,23,MINOR DEFECT
1914,7,Complete,102,SQD-31,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09954-15-0007,165256,HH-60H,H-60,ROTOR,4/5/2015 20:04,6,MINOR DEFECT
1915,7,Complete,102,SQD-112,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09443-15-0020,168074,KC-130J,C-130,FIXED WING,4/7/2015 0:05,7,INSPECTION
1916,9,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1015,164227,FA-18C,F-18 LEGACY,FIXED WING,4/7/2015 19:53,28,BUSHING REPAIR
1917,7,Complete,102,SQD-67,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09465-15-0018,165815,E-2C,E-2/C-2,FIXED WING,4/7/2015 19:56,16,CORROSION
1918,7,Complete,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09668-15-0019,165528,FA-18D,F-18 LEGACY,FIXED WING,4/7/2015 21:22,27,CRACK
1919,7,Complete,102,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09232-15-0028,165410,FA-18D,F-18 LEGACY,FIXED WING,4/8/2015 20:35,23,BUSHING REPAIR
1920,7,Complete,102,SQD-119,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R09442-15-0026,168240,MV-22B,V-22,ROTOR,4/9/2015 19:04,14,CORROSION
1921,7,Complete,102,SQD-17,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R53936-15-0017,161262,CH-53E,H-53,ROTOR,4/9/2015 19:42,20,MINOR DEFECT
1922,7,Complete,102,SQD-119,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,R09442-15-0025,165392,AH-1W,H-1,ROTOR,4/9/2015 19:44,38,CRACK
1923,2,Complete,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,168466,FA-18E,F-18 SUPERS,FIXED WING,4/12/2015 18:53,19,FUEL CELL
1924,7,Complete,102,SQD-6,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,V55201-15-1017,164764,MH-53E,H-53,ROTOR,4/12/2015 21:58,13,CORROSION
1925,7,Cancelled,102,SQD-31,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09954-15-0008,165256,HH-60H,H-60,ROTOR,4/12/2015 22:02,20,BUSHING REPAIR
1926,7,Complete,103,SQD-72,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09092-15-0022,164633,FA-18C,F-18 LEGACY,FIXED WING,4/14/2015 0:41,33,PANEL REPAIR
1927,7,Complete,102,SQD-101,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09232-15-0029,165687,FA-18D,F-18 LEGACY,FIXED WING,4/14/2015 23:33,21,MINOR DEFECT
1928,7,Complete,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,R52961-15-0021,166342,MH-60S,H-60,ROTOR,4/14/2015 23:39,24,CRACK
1929,7,Complete,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,.,166933,EA-18G,EA-18,FIXED WING,4/14/2015 23:51,9,FUEL CELL
1930,7,Complete,102,SQD-116,Kuwait,Kuwait,CENTCOM,47.520832,29.346945,R09343-15-0006,166746,MV-22B,V-22,ROTOR,4/16/2015 19:49,56,CRACK
1931,2,Complete,102,SQD-87,USS Vinson,CVN,AFLOAT,64.618,2.8234,R09295-15-1016,164210,FA-18C,F-18 LEGACY,FIXED WING,4/18/2015 22:55,13,MINOR DEFECT
1932,7,Complete,102,SQD-108,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09241-15-0026,164958,FA-18C,F-18 LEGACY,FIXED WING,4/19/2015 19:40,18,MINOR DEFECT
1933,7,Complete,103,SQD-5,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,V53827-15-1005,164768,MH-53E,H-53,ROTOR,4/19/2015 19:43,23,MINOR DEFECT
1934,7,Complete,102,SQD-108,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09241-15-0027,164973,FA-18C,F-18 LEGACY,FIXED WING,4/19/2015 19:50,23,MINOR DEFECT
1935,7,Complete,102,SQD-37,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,R52961-15-6002,168545,MH-60S,H-60,ROTOR,4/19/2015 21:59,11,BUSHING REPAIR
1936,7,Complete,102,SQD-37,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,R52961-15-6003,168545,MH-60S,H-60,ROTOR,4/19/2015 22:01,16,BUSHING REPAIR
1937,7,Complete,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09668-15-0023,164945,FA-18D,F-18 LEGACY,FIXED WING,4/20/2015 20:15,13,MINOR DEFECT
1938,7,Complete,103,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,V42362-15-0014,163528,EA-6B,EA-6B,FIXED WING,4/21/2015 1:49,16,MINOR DEFECT
1939,7,Complete,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,R55150-15-0009,167020,MH-60R,H-60,ROTOR,4/22/2015 18:24,19,MINOR DEFECT
1940,7,Complete,102,SQD-66,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,R09463-15-0008,166506,E-2C,E-2/C-2,FIXED WING,4/22/2015 21:26,63,CRACK
1941,2,Complete,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,R52961-15-0024,166367,MH-60S,H-60,ROTOR,4/23/2015 19:55,28,MINOR DEFECT
1942,9,Complete,102,SQD-108,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,V09241-15-0028,164980,FA-18C,F-18 LEGACY,FIXED WING,4/23/2015 19:58,40,PANEL REPAIR
1943,2,Complete,102,SQD-111,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,R09235-15-0022,164720,FA-18C,F-18 LEGACY,FIXED WING,4/23/2015 20:53,18,MINOR DEFECT
